	Error
1	0.5163624771488469
2	0.5163624771488469
3	0.5163624771488469
4	0.5163624771488469
5	0.5163624771488469
6	0.5163624771488469
7	0.5163624771488469
8	0.5163624771488469
9	0.5163624771488469
10	0.5184448317005292
11	0.5184448317005292
12	0.5184448317005292
13	0.5184448317005292
14	0.5184448317005292
15	0.5184448317005292
16	0.5184448317005292
17	0.5184448317005292
18	0.5184448317005292
19	0.5184448317005292
20	0.5184448317005292
21	0.5184448317005292
22	0.5184448317005292
23	0.5184448317005292
24	0.5184448317005292
25	0.5184448317005292
26	0.5184448317005292
27	0.5184448317005292
28	0.5184448317005292
29	0.5184448317005292
30	0.5184448317005292
31	0.5184448317005292
32	0.5184448317005292
33	0.5184448317005292
34	0.5184448317005292
35	0.5184513381895811
36	0.5184513381895811
37	0.5184513381895811
38	0.5184513381895811
39	0.5184513381895811
40	0.5184513381895811
41	0.5184513381895811
42	0.5184513381895811
43	0.5184513381895811
44	0.5184513381895811
45	0.5184513381895811
46	0.5184513381895811
47	0.5184513381895811
48	0.5184513381895811
49	0.5184513381895811
50	0.5184513381895811
51	0.5184513381895811
52	0.5184513381895811
53	0.5184513381895811
54	0.5184513381895811
55	0.5184513381895811
56	0.5184513381895811
57	0.5184513381895811
58	0.5184513381895811
59	0.5184513381895811
60	0.5184513381895811
61	0.5184513381895811
62	0.5184513381895811
63	0.5184513381895811
64	0.5184513381895811
65	0.5184513381895811
66	0.5184513381895811
67	0.5184513381895811
68	0.5184513381895811
69	0.5184513381895811
70	0.5184513381895811
71	0.5184513381895811
72	0.5184513381895811
73	0.5184513381895811
74	0.5184513381895811
75	0.5184513381895811
76	0.5184513381895811
77	0.5184513381895811
78	0.5184513381895811
79	0.5184513381895811
80	0.5184513381895811
81	0.5184513381895811
82	0.5184513381895811
83	0.5184513381895811
84	0.5184513381895811
85	0.5184513381895811
86	0.5184513381895811
87	0.5184513381895811
88	0.5184513381895811
89	0.5184513381895811
90	0.5184513381895811
91	0.5184513381895811
92	0.5184513381895811
93	0.5184513381895811
94	0.518457844678633
95	0.518457844678633
96	0.518457844678633
97	0.518457844678633
98	0.518457844678633
99	0.518457844678633
100	0.518457844678633
101	0.518457844678633
102	0.518457844678633
103	0.518457844678633
104	0.518457844678633
105	0.518457844678633
106	0.518457844678633
107	0.518457844678633
108	0.518457844678633
109	0.518457844678633
110	0.518457844678633
111	0.518457844678633
112	0.518457844678633
113	0.518457844678633
114	0.518457844678633
115	0.5163754901269506
116	0.5163754901269506
117	0.5163754901269506
118	0.5163754901269506
119	0.5163754901269506
120	0.5163754901269506
121	0.5163754901269506
122	0.5163754901269506
123	0.5163754901269506
124	0.5163754901269506
125	0.5163754901269506
126	0.5163754901269506
127	0.5163754901269506
128	0.5163754901269506
129	0.5163754901269506
130	0.5163754901269506
131	0.5163754901269506
132	0.5163754901269506
133	0.5163754901269506
134	0.5163754901269506
135	0.5163754901269506
136	0.5163754901269506
137	0.5163754901269506
138	0.5163754901269506
139	0.5163754901269506
140	0.5163754901269506
141	0.5163754901269506
142	0.5163754901269506
143	0.518457844678633
144	0.518457844678633
145	0.518457844678633
146	0.518457844678633
147	0.518457844678633
148	0.518457844678633
149	0.518457844678633
150	0.518457844678633
151	0.518457844678633
152	0.518457844678633
153	0.518457844678633
154	0.518457844678633
155	0.518457844678633
156	0.518457844678633
157	0.518457844678633
158	0.5163754901269506
159	0.5163754901269506
160	0.5163754901269506
161	0.5163754901269506
162	0.5163754901269506
163	0.5163754901269506
164	0.5163754901269506
165	0.5163754901269506
166	0.5163754901269506
167	0.5163754901269506
168	0.5163754901269506
169	0.5163754901269506
170	0.5163754901269506
171	0.5163754901269506
172	0.5163754901269506
173	0.5163754901269506
174	0.5163754901269506
175	0.5163754901269506
176	0.5163754901269506
177	0.5163754901269506
178	0.5163754901269506
179	0.5163754901269506
180	0.5163754901269506
181	0.5163754901269506
182	0.5163754901269506
183	0.5163754901269506
184	0.5163754901269506
185	0.5163754901269506
186	0.5163754901269506
187	0.5163754901269506
188	0.5163754901269506
189	0.5163819966160025
190	0.5163819966160025
191	0.5163819966160025
192	0.5163819966160025
193	0.5163819966160025
194	0.5163819966160025
195	0.5163819966160025
196	0.5163819966160025
197	0.5163819966160025
198	0.5163819966160025
199	0.5163819966160025
200	0.5163819966160025
201	0.5163819966160025
202	0.5163819966160025
203	0.5163819966160025
204	0.5163819966160025
205	0.5163819966160025
206	0.5163819966160025
207	0.5163819966160025
208	0.5163819966160025
209	0.5163819966160025
210	0.5163819966160025
211	0.5163819966160025
212	0.5163819966160025
213	0.5163819966160025
214	0.5163819966160025
215	0.5163819966160025
216	0.5163819966160025
217	0.5163819966160025
218	0.5163819966160025
219	0.5163819966160025
220	0.5163819966160025
221	0.5163819966160025
222	0.5163819966160025
223	0.5163819966160025
224	0.5163819966160025
225	0.5163819966160025
226	0.5163819966160025
227	0.5163819966160025
228	0.5163819966160025
229	0.5163819966160025
230	0.5163819966160025
231	0.5163819966160025
232	0.5163819966160025
233	0.5163819966160025
234	0.5163819966160025
235	0.5163819966160025
236	0.5163819966160025
237	0.5163819966160025
238	0.5163819966160025
239	0.5163819966160025
240	0.516657167166628
241	0.516657167166628
242	0.516657167166628
243	0.516657167166628
244	0.516657167166628
245	0.516657167166628
246	0.516657167166628
247	0.516657167166628
248	0.516657167166628
249	0.516657167166628
250	0.516657167166628
251	0.516657167166628
252	0.516657167166628
253	0.516657167166628
254	0.516657167166628
255	0.516657167166628
256	0.516657167166628
257	0.516657167166628
258	0.516657167166628
259	0.516657167166628
260	0.516657167166628
261	0.516657167166628
262	0.516657167166628
263	0.516657167166628
